,artists,genres,Artist Popularity
267,Adan Chalino Sanchez,"[""'banda'"", ""'deep regional mexican'"", ""'duranguense'"", ""'grupera'"", ""'norteno'"", ""'regional mexican'""]",45
268,Adan Romero,"[""'banda'"", ""'deep regional mexican'"", ""'grupera'"", ""'norteno'"", ""'regional mexican'""]",64
269,Adan Sanchez,"[""'banda'"", ""'deep regional mexican'"", ""'duranguense'"", ""'grupera'"", ""'norteno'"", ""'regional mexican'""]",44
270,Adelaide Van Wey,"[""'american folk revival'""]",0
271,Adele,"[""'british soul'"", ""'pop'"", ""'uk pop'""]",60
272,Adelitas Way,"[""'alternative metal'"", ""'christian rock'"", ""'gymcore'"", ""'nu metal'"", ""'post-grunge'"", ""'post-screamo'"", ""'rap rock'""]",52
273,Adem,"[""'alternative metal'"", ""'industrial metal'"", ""'nu metal'"", ""'post-grunge'"", ""'rap metal'"", ""'rap rock'""]",45
274,Adema,"[""'alternative metal'"", ""'industrial metal'"", ""'nu metal'"", ""'post-grunge'"", ""'rap metal'"", ""'rap rock'""]",49
275,Adiemus,"[""'new age'""]",51
276,Adina Howard,"[""'hip pop'"", ""'neo soul'"", ""'new jack swing'"", ""'r&b'"", ""'urban contemporary'""]",56
277,Adje,"[""'dutch hip hop'"", ""'dutch trap pop'""]",72
278,Admiral Bailey,"[""'deep ragga'"", ""'lovers rock'"", ""'old school dancehall'"", ""'roots reggae'""]",44
279,Adolescent's Orquesta,"[""'latin'"", ""'perreo'"", ""'salsa'"", ""'salsa venezolana'"", ""'tropical'"", ""'orchestra'""]",60
280,Adolescents,"[""'latin'"", ""'perreo'"", ""'salsa'"", ""'salsa venezolana'"", ""'tropical'""]",32
281,Adolfo Berón,"[""'guitarra argentina'""]",0
282,Adolph Deutsch,"[""'classic soundtrack'""]",6
283,Adolphe Adam,"[""'early romantic era'"", ""'french opera'""]",22
284,Adrian Gurvitz,"[""'yacht rock'""]",47
285,Adrian Marcel,"[""'deep pop r&b'""]",59
286,Adriana Calcanhotto,"[""'baile pop'"", ""'bossa nova'"", ""'mpb'"", ""'nova mpb'""]",57
287,Adriana Caselotti,"[""'movie tunes'""]",38
288,Adriana Lazzarini,"[""'italian mezzo-soprano'""]",12
289,Adriana Proenza,"[""'spanish indie pop'""]",84
290,Adrianne Pieczonka,"[""'classical soprano'""]",45
291,Adriano Banchieri,"[""'early music'"", ""'renaissance'""]",0
292,Adriano Celentano,"[""'classic italian pop'"", ""'italian pop'""]",38
293,Adriel Favela,"[""'corridos tumbados'"", ""'regional mexican pop'""]",62
294,Adrienne Albert,"[""'american contemporary classical'""]",0
295,Adrián Patiño,"[""'latin classical'""]",0
296,Adventure Club,"[""'brostep'"", ""'canadian electronic'"", ""'chillstep'"", ""'complextro'"", ""'edm'"", ""'electro house'"", ""'electronic trap'"", ""'filthstep'"", ""'melodic dubstep'"", ""'pop edm'""]",53
297,Aegis,"[""'classic opm'"", ""'opm'"", ""'pinoy rock'""]",47
298,Aer,"[""'album rock'"", ""'classic rock'"", ""'hard rock'"", ""'rock'""]",52
299,Aero Chord,"[""'bass trap'"", ""'catstep'"", ""'edm'"", ""'gaming edm'"", ""'traprun'""]",62
300,Aerodrom,"[""'croatian rock'"", ""'yugoslav rock'""]",32
301,Aerosmith,"[""'album rock'"", ""'classic rock'"", ""'hard rock'"", ""'rock'""]",40
302,Aesop Rock,"[""'abstract hip hop'"", ""'alternative hip hop'"", ""'conscious hip hop'"", ""'escape room'"", ""'hip hop'""]",42
303,Africando,"[""'latin jazz'"", ""'mambo'"", ""'salsa'"", ""'tropical'""]",35
304,Afrika Bambaataa,"[""'bronx hip hop'"", ""'east coast hip hop'"", ""'electro'"", ""'hip hop'"", ""'hip house'"", ""'old school hip hop'""]",38
305,Afro B,"[""'afroswing'"", ""'dancehall'"", ""'uk dancehall'""]",68
306,Afro Bros,"[""'basshall'"", ""'dutch hip hop'"", ""'dutch house'"", ""'dutch trap pop'""]",78
307,Afro Celt Sound System,"[""'celtic'"", ""'world'"", ""'world fusion'""]",42
308,Afro-Cuban All Stars,"[""'latin jazz'""]",49
309,Afrojack,"[""'big room'"", ""'dance pop'"", ""'deep big room'"", ""'dutch house'"", ""'edm'"", ""'electro house'"", ""'pop'"", ""'progressive electro house'"", ""'progressive house'"", ""'tropical house'""]",52
310,Afroman,"[""'comedy rap'"", ""'gangster rap'"", ""'hip hop'"", ""'rap'""]",53
311,After 7,"[""'funk'"", ""'neo soul'"", ""'new jack swing'"", ""'quiet storm'"", ""'r&b'"", ""'urban contemporary'""]",40
312,After The Burial,"[""'deathcore'"", ""'djent'"", ""'melodic metalcore'"", ""'metalcore'"", ""'progressive metalcore'""]",49
313,After The Fire,"[""'new wave'""]",48
314,Aftertheparty,"[""'trap soul'"", ""'vapor trap'""]",59
315,Afu-Ra,"[""'alternative hip hop'"", ""'east coast hip hop'"", ""'hardcore hip hop'"", ""'hip hop'"", ""'turntablism'""]",56
316,Against All Authority,"[""'modern ska punk'"", ""'punk'"", ""'ska'"", ""'ska punk'"", ""'skate punk'""]",45
317,Against Me!,"[""'folk punk'"", ""'gainesville indie'"", ""'orgcore'"", ""'punk'"", ""'skate punk'""]",46
318,Against The Current,"[""'neon pop punk'"", ""'pixie'"", ""'pop punk'"", ""'viral pop'""]",75
319,Agatha Reilly,"[""'background music'""]",59
320,Agent Orange,"[""'hardcore punk'"", ""'punk'"", ""'skate punk'"", ""'surf punk'""]",36
321,Agent Steel,"[""'melodic thrash'"", ""'metal'"", ""'neo-trad metal'"", ""'nwothm'"", ""'old school thrash'"", ""'speed metal'"", ""'thrash metal'""]",37
322,Agigat Rzaeva,"[""'azeri traditional'""]",1
323,Agnes,"[""'chamber pop'"", ""'focus'""]",64
324,Agnes Baltsa,"[""'classical mezzo-soprano'"", ""'classical performance'"", ""'opera'""]",34
325,Agnes Giebel,"[""'classical soprano'""]",0
326,Agnes Moorehead,"[""'drama'""]",21
327,Agnes Obel,"[""'chamber pop'"", ""'focus'""]",50
328,Agnetha Fältskog,"[""'classic swedish pop'"", ""'europop'"", ""'new wave pop'""]",42
329,Agnostic Front,"[""'chicano punk'"", ""'crossover thrash'"", ""'hardcore'"", ""'hardcore punk'"", ""'nyhc'"", ""'old school thrash'"", ""'punk'"", ""'straight edge'""]",37
330,Aguaturbia,"[""'chilean rock'""]",30
331,"Agung, tambul, and dabakan","[""'pinoy traditional'""]",3
332,Agust D,"[""'k-rap'""]",70
333,Agustín Barrios Mangoré,"[""'classical guitar'"", ""'latin classical'"", ""'polca paraguaya'""]",35
334,Agustín Irusta,"[""'vintage tango'""]",0
335,Agustín Lara,"[""'bolero'"", ""'ranchera'""]",24
336,Ahlam,"[""'arab pop'""]",0
337,Ahmad Jamal,"[""'bebop'"", ""'contemporary post-bop'"", ""'cool jazz'"", ""'hard bop'"", ""'jazz'"", ""'jazz funk'"", ""'jazz fusion'"", ""'jazz piano'"", ""'soul jazz'"", ""'stride'"", ""'vocal jazz'""]",16
338,Ahmad Jamal Trio,"[""'bebop'"", ""'contemporary post-bop'"", ""'cool jazz'"", ""'hard bop'"", ""'jazz'"", ""'jazz funk'"", ""'jazz trio'"", ""'soul jazz'"", ""'stride'""]",20
339,Ahmet Kaya,"[""'turkish folk'"", ""'turkish rock'""]",60
340,Ahrix,"[""'gaming edm'""]",78
341,Aida Cuevas,"[""'bolero'"", ""'mariachi'"", ""'ranchera'""]",32
342,Aiko,"[""'alternative r&b'"", ""'pop'"", ""'r&b'"", ""'urban contemporary'""]",72
343,Ailee,"[""'k-pop'"", ""'korean pop'""]",58
344,Aim,"[""'anime'"", ""'anime rock'"", ""'j-pixie'"", ""'j-pop'"", ""'j-poprock'""]",50
345,Aimee Mann,"[""'folk'"", ""'indie pop'"", ""'lilith'"", ""'new wave pop'"", ""'permanent wave'"", ""'pop rock'""]",44
346,Aimer,"[""'anime'"", ""'anime rock'"", ""'j-pixie'"", ""'j-pop'"", ""'j-poprock'""]",60
347,Air,"[""'adult standards'"", ""'mellow gold'"", ""'soft rock'""]",43
348,Air Supply,"[""'adult standards'"", ""'mellow gold'"", ""'soft rock'""]",50
349,Airbourne,"[""'glam metal'"", ""'hard rock'"", ""'metal'"", ""'rock'"", ""'wrestling'""]",61
350,Airiel,"[""'american shoegaze'"", ""'dream pop'"", ""'dreamgaze'"", ""'indie shoegaze'"", ""'nu gaze'"", ""'shoegaze'""]",42
351,Airplay,"[""'deep soft rock'"", ""'yacht rock'""]",28
352,Airship Express,"[""'background music'""]",66
353,Aisha Badru,"[""'indie folk'"", ""'nyc pop'""]",58
354,Aitch,"[""'manchester hip hop'""]",62
355,Ajda Pekkan,"[""'turkish jazz'"", ""'turkish pop'"", ""'turkish psych'"", ""'turkish rock'""]",51
356,Akademie für Alte Musik Berlin,"[""'baroque ensemble'"", ""'choral'"", ""'classical'"", ""'classical performance'"", ""'early music'"", ""'historically informed performance'""]",50
357,Akin,"[""'country'"", ""'country road'"", ""'modern country rock'""]",61
358,Akina Nakamori,"[""'j-pop'"", ""'japanese city pop'"", ""'japanese new wave'"", ""'kayokyoku'"", ""'techno kayo'""]",44
359,Akinyele,"[""'east coast hip hop'"", ""'hardcore hip hop'"", ""'queens hip hop'""]",40
360,Akira Kobayashi,"[""'enka'"", ""'kayokyoku'""]",21
361,Akon,"[""'dance pop'""]",52
362,Akwid,"[""'chicano rap'"", ""'latin hip hop'"", ""'mexican hip hop'""]",51
363,Al Alberts,"[""'australian pop'"", ""'australian singer-songwriter'"", ""'folk-pop'"", ""'indie anthem-folk'""]",36
364,Al B. Sure!,"[""'funk'"", ""'new jack swing'"", ""'quiet storm'"", ""'r&b'"", ""'urban contemporary'""]",39
365,Al Bano,"[""'classic italian pop'"", ""'italian pop'""]",45
366,Al Bano And Romina Power,"[""'classic italian pop'""]",35
367,Al Bowlly,"[""'adult standards'"", ""'big band'"", ""'british dance band'"", ""'lounge'"", ""'swing'""]",7
368,Al Caiola,"[""'adult standards'"", ""'ballroom'"", ""'easy listening'"", ""'exotica'"", ""'lounge'""]",24
369,Al Cohn,"[""'bebop'"", ""'cool jazz'"", ""'hard bop'"", ""'jazz saxophone'""]",6
370,Al Dexter & His Troopers,"[""'country boogie'""]",20
371,Al Di Meola,"[""'flamenco guitar'"", ""'jazz fusion'"", ""'jazz guitar'""]",33
372,Al Green,"[""'classic soul'"", ""'funk'"", ""'memphis soul'"", ""'quiet storm'"", ""'soul'"", ""'soul blues'"", ""'southern soul'""]",36
373,Al Gromer Khan,"[""'healing'"", ""'kirtan'"", ""'meditation'"", ""'new tribe'"", ""'sitar'"", ""'world fusion'""]",40
374,Al Haig Trio,"[""'jazz trio'""]",2
375,Al Hirt,"[""'adult standards'"", ""'dixieland'"", ""'easy listening'"", ""'jazz trumpet'"", ""'lounge'"", ""'new orleans jazz'"", ""'space age pop'""]",23
376,Al Hurricane,"[""'new mexico music'""]",21
377,Al Jarreau,"[""'adult standards'"", ""'jazz funk'"", ""'quiet storm'"", ""'smooth jazz'"", ""'soft rock'"", ""'yacht rock'""]",36
378,Al Johnson,"[""'background music'""]",43
379,Al Jolson,"[""'adult standards'"", ""'big band'"", ""'ragtime'"", ""'tin pan alley'"", ""'vintage jazz'""]",0
380,Al Kooper,"[""'blues'"", ""'blues rock'"", ""'classic rock'"", ""'country rock'"", ""'electric blues'"", ""'folk rock'"", ""'psychedelic rock'"", ""'roots rock'""]",30
381,Al Martino,"[""'adult standards'"", ""'brill building pop'"", ""'easy listening'"", ""'lounge'""]",30
382,Al Stewart,"[""'album rock'"", ""'art rock'"", ""'classic rock'"", ""'country rock'"", ""'folk'"", ""'folk rock'"", ""'mellow gold'"", ""'progressive rock'"", ""'soft rock'"", ""'symphonic rock'""]",31
383,Al Stillman,"[""'tin pan alley'""]",0
384,Al Valdés y su Orquesta,"[""'orchestra'""]",22
385,Al Wilson,"[""'classic soul'"", ""'motown'"", ""'northern soul'""]",43
386,Alabama,"[""'country'"", ""'country road'"", ""'country rock'""]",36
387,Alabama 3,"[""'big beat'""]",42
388,Alabama Shakes,"[""'alabama indie'"", ""'indie rock'"", ""'modern blues rock'"", ""'rock'""]",52
389,Alabina,"[""'arab pop'""]",48
390,Alacranes Musical,"[""'banda'"", ""'cumbia'"", ""'duranguense'"", ""'grupera'"", ""'norteno'"", ""'regional mexican'""]",47
391,Aladdin Original Broadway Cast,"[""'broadway'"", ""'ensemble'""]",50
392,Alain Barrière,"[""'chanson'"", ""'ye ye'""]",48
393,Alain Bashung,"[""'chanson'"", ""'french indie pop'"", ""'french rock'"", ""'nouvelle chanson francaise'""]",51
394,Alain Boublil,"[""'broadway'""]",36
395,Alain Goraguer,"[""'french soundtrack'"", ""'laboratorio'"", ""'vintage french electronic'""]",31
396,Alain Planes,"[""'classical piano'""]",55
397,Alain Souchon,"[""'chanson'"", ""'french indie pop'"", ""'french pop'"", ""'french rock'"", ""'nouvelle chanson francaise'""]",58
398,Alaina Castillo,"[""'pop'"", ""'ensemble'""]",69
399,Alaine,"[""'lovers rock'"", ""'modern reggae'"", ""'riddim'"", ""'roots reggae'"", ""'soca'""]",50
400,Alan Braden,"[""'library music'"", ""'operetta'""]",20
401,Alan Cavé,"[""'kompa'"", ""'twoubadou'"", ""'zouk'""]",45
402,Alan Cumming,"[""'broadway'"", ""'show tunes'""]",35
403,Alan Gilbert,"[""'classical performance'"", ""'orchestral performance'""]",0
404,Alan Hawkshaw,"[""'exotica'"", ""'library music'"", ""'lounge'"", ""'spytrack'""]",30
405,Alan Howarth,"[""'classic soundtrack'"", ""'horror synth'"", ""'soundtrack'""]",29
406,Alan Jackson,"[""'contemporary country'"", ""'country'"", ""'country road'""]",44
407,Alan Lomax,"[""'spirituals'"", ""'traditional blues'"", ""'traditional folk'""]",11
408,Alan Menken,"[""'broadway'"", ""'disney'"", ""'hollywood'"", ""'movie tunes'"", ""'show tunes'""]",39
409,Alan Moorhouse,"[""'library music'""]",29
410,Alan Parker,"[""'library music'"", ""'spytrack'""]",28
411,Alan Parsons,"[""'album rock'"", ""'art rock'"", ""'classic rock'"", ""'mellow gold'"", ""'progressive rock'"", ""'soft rock'"", ""'symphonic rock'""]",37
412,Alan Silvestri,"[""'scorecore'"", ""'soundtrack'""]",50
413,Alan Tam,"[""'c-pop'"", ""'cantopop'"", ""'classic cantopop'""]",37
414,Alan Walker,"[""'electro house'""]",71
415,Alan Watts,"[""'free folk'""]",39
416,Alanis Morissette,"[""'alternative rock'"", ""'canadian pop'"", ""'canadian singer-songwriter'"", ""'lilith'"", ""'pop rock'"", ""'singer-songwriter'""]",49
417,Alannah Myles,"[""'classic canadian rock'"", ""'new wave pop'""]",60
418,Alasdair Fraser,"[""'celtic'"", ""'irish folk'"", ""'jig and reel'"", ""'scottish fiddle'"", ""'scottish folk'"", ""'string folk'""]",32
419,Alaska Y Dinarama,"[""'spanish new wave'"", ""'spanish pop'""]",54
420,Alaska Y Los Pegamoides,"[""'spanish new wave'""]",48
421,Alaíde Costa,"[""'bossa nova'""]",39
422,Alban Berg,"[""'classical performance'"", ""'string quartet'""]",1
423,Alban Berg Quartett,"[""'classical performance'"", ""'string quartet'""]",29
424,Albert Ayler,"[""'avant-garde'"", ""'avant-garde jazz'"", ""'experimental'"", ""'free improvisation'"", ""'free jazz'"", ""'jazz saxophone'""]",22
425,Albert Collins,"[""'blues'"", ""'blues rock'"", ""'electric blues'"", ""'modern blues'"", ""'texas blues'"", ""'traditional blues'""]",39
426,Albert Hammond,"[""'dance-punk'"", ""'garage rock'"", ""'indie pop'"", ""'indie rock'"", ""'modern rock'"", ""'punk blues'"", ""'rock'""]",41
427,Albert Hammond Jr,"[""'dance-punk'"", ""'garage rock'"", ""'indie pop'"", ""'indie rock'"", ""'modern rock'"", ""'punk blues'"", ""'rock'""]",46
428,Albert King,"[""'blues'"", ""'blues rock'"", ""'classic rock'"", ""'electric blues'"", ""'memphis soul'"", ""'soul blues'"", ""'traditional blues'""]",28
429,Albert Lortzing,"[""'classical era'"", ""'german opera'""]",0
430,Albert Préjean,"[""'vintage chanson'""]",0
431,Albertina Walker,"[""'gospel'""]",24
432,Alberto Arenas,"[""'vintage tango'""]",0
433,Alberto Beltran,"[""'bolero'""]",3
434,Alberto Cortez,"[""'bolero'"", ""'cantautor'"", ""'nueva cancion'"", ""'pop romantico'"", ""'ranchera'"", ""'trova'""]",43
435,Alberto Erede,"[""'opera'""]",0
436,Alberto Gomez,"[""'vintage tango'""]",0
437,Alberto Pedraza,"[""'cumbia'"", ""'cumbia sonidera'""]",50
438,Alberto Pedraza Con Su Ritmo Y Sabor,"[""'cumbia sonidera'""]",47
439,Alberto Rabagliati,"[""'classic italian pop'"", ""'swing italiano'"", ""'vintage italian pop'""]",1
440,Alberto Ruiz,"[""'andean'""]",4
441,Alberto Vazquez,"[""'bolero'"", ""'mexican rock-and-roll'"", ""'pop romantico'"", ""'ranchera'""]",50
442,Alberto Y Roberto,"[""'cumbia'"", ""'grupera'"", ""'regional mexican'""]",50
443,Alborosie,"[""'modern reggae'"", ""'reggae'"", ""'roots reggae'""]",57
444,Alcatrazz,"[""'album rock'"", ""'glam metal'"", ""'hard rock'"", ""'metal'"", ""'neo classical metal'""]",35
445,Alceu Valença,"[""'forro'"", ""'mangue bit'"", ""'mpb'"", ""'pernambuco alternative'""]",60
446,Alda Noni,"[""'classical soprano'"", ""'italian soprano'"", ""'vintage schlager'""]",0
447,Aldir Blanc,"[""'brazilian composition'"", ""'choro'"", ""'roda de samba'"", ""'samba'"", ""'velha guarda'""]",43
448,Aldo Campoamor,"[""'vintage tango'""]",0
449,Aldo Ciccolini,"[""'classical piano'""]",40
450,Aldo Dona & Elena Beltrami con Orchestra Pippo Barzizza,"[""'orchestra'""]",0
451,Aldo Donà,"[""'vintage italian pop'""]",0
452,Aldo Nova,"[""'album rock'"", ""'canadian metal'"", ""'classic canadian rock'"", ""'glam metal'"", ""'hard rock'""]",33
453,Aldo Protti,"[""'classical baritone'"", ""'italian baritone'""]",0
454,Aldo Trujillo,"[""'corridos tumbados'"", ""'regional mexican pop'""]",68
455,Aleanne Francois,"[""'haitian traditional'""]",0
456,Alec Benjamin,"[""'pop'""]",69
457,Alec Wilder,"[""'tin pan alley'""]",7
458,Alegre All Stars,"[""'latin jazz'"", ""'salsa international'""]",13
459,Alejandra Guzman,"[""'grupera'"", ""'latin'"", ""'latin arena pop'"", ""'latin pop'"", ""'mexican pop'"", ""'rock en espanol'""]",51
460,Alejandro Algara,"[""'bolero'""]",25
461,Alejandro Escovedo,"[""'alternative country'"", ""'country rock'"", ""'folk'"", ""'heartland rock'"", ""'new americana'"", ""'pub rock'"", ""'roots rock'""]",39
462,Alejandro Fernández,"[""'grupera'"", ""'latin'"", ""'latin arena pop'"", ""'latin pop'"", ""'mexican pop'"", ""'ranchera'""]",48
463,Alejandro Filio,"[""'cantautor'"", ""'nueva cancion'"", ""'trova'""]",54
464,Alejandro Sanz,"[""'cantautor'"", ""'latin'"", ""'latin arena pop'"", ""'latin pop'"", ""'mexican pop'"", ""'rock en espanol'"", ""'spanish pop'""]",47
465,Alekos Kitsakis,"[""'rebetiko'""]",0
466,Aleks Syntek,"[""'grupera'"", ""'latin'"", ""'latin alternative'"", ""'latin arena pop'"", ""'latin pop'"", ""'latin rock'"", ""'mexican pop'"", ""'rock en espanol'""]",55
467,Alesana,"[""'metalcore'"", ""'north carolina emo'"", ""'screamo'""]",48
468,Alessandro Corbelli,"[""'classical baritone'"", ""'italian baritone'"", ""'opera'""]",33
469,Alessandro Marcello,"[""'baroque'"", ""'early music'"", ""'italian baroque'""]",36
470,Alessandro Safina,"[""'italian tenor'"", ""'operatic pop'""]",50
471,Alessandro Scarlatti,"[""'baroque'"", ""'classical'"", ""'early music'"", ""'italian baroque'"", ""'italian opera'""]",0
472,Alessi Brothers,"[""'yacht rock'""]",50
473,Alessia Cara,"[""'canadian contemporary r&b'"", ""'canadian pop'"", ""'dance pop'"", ""'electropop'"", ""'pop'"", ""'post-teen pop'""]",58
474,Alessio Bax,"[""'classical piano'""]",61
475,Alesso,"[""'big room'"", ""'dance pop'"", ""'edm'"", ""'electro house'"", ""'pop'"", ""'progressive electro house'"", ""'tropical house'""]",62
476,Alestorm,"[""'comic'"", ""'comic metal'"", ""'metal'"", ""'pirate'"", ""'power metal'"", ""'progressive metal'"", ""'scottish metal'""]",44
477,Alex & Sierra,"[""'indie cafe pop'"", ""'neo mellow'"", ""'pop'"", ""'post-teen pop'"", ""'viral pop'""]",68
478,Alex Brightman,"[""'broadway'"", ""'hollywood'"", ""'show tunes'""]",66
479,Alex Bueno,"[""'bachata'"", ""'latin'"", ""'merengue'"", ""'tropical'""]",49
480,Alex Bugnon,"[""'smooth jazz'""]",33
481,Alex Campos,"[""'latin christian'"", ""'latin worship'"", ""'mariachi cristiano'""]",54
482,Alex Clare,"[""'modern alternative rock'""]",59
483,Alex Ebert,"[""'alternative americana'""]",49
484,Alex G,"[""'alternative rock'"", ""'art pop'"", ""'freak folk'"", ""'garage psych'"", ""'indie folk'"", ""'indie garage rock'"", ""'indie pop'"", ""'indie rock'"", ""'lo-fi'"", ""'philly indie'""]",50
485,Alex Gaudino,"[""'disco house'"", ""'edm'"", ""'electro house'"", ""'vocal house'""]",71
486,Alex Guesta,"[""'deep uplifting trance'""]",1
487,Alex Isley,"[""'alternative r&b'"", ""'deep pop r&b'"", ""'indie r&b'"", ""'indie soul'"", ""'lo-fi chill'"", ""'neo r&b'""]",49
488,Alex Newell,"[""'dance pop'"", ""'electropop'"", ""'indie poptimism'""]",65
489,Alex Pro,"[""'tecnobanda'""]",47
490,Alex Rose,"[""'latin'"", ""'reggaeton'"", ""'reggaeton flow'"", ""'trap latino'""]",73
491,Alex Somers,"[""'nordic soundtrack'""]",43
492,Alex Turner,"[""'modern rock'"", ""'rock'"", ""'sheffield indie'""]",47
493,Alex Ubago,"[""'latin'"", ""'latin arena pop'"", ""'latin pop'"", ""'spanish pop'"", ""'spanish pop rock'""]",59
494,Alex Van Halen,"[""'rock drums'""]",33
495,Alex Wiley,"[""'chicago rap'"", ""'deep underground hip hop'"", ""'underground hip hop'""]",49
496,Alex de Grassi,"[""'fingerstyle'""]",30
497,"Alex, Jorge Y Lena","[""'latin'"", ""'latin pop'""]",58
498,Alexander 'Skip' Spence,"[""'cosmic american'"", ""'country rock'"", ""'experimental'"", ""'folk rock'"", ""'outsider'"", ""'psychedelic rock'""]",24
499,Alexander 23,"[""'indie pop'"", ""'indie r&b'"", ""'pop'""]",70
500,Alexander Acha,"[""'latin'"", ""'latin arena pop'"", ""'latin pop'"", ""'mexican pop'""]",70
501,Alexander Borodin,"[""'classical'"", ""'late romantic era'"", ""'russian romanticism'""]",21
502,Alexander Glazunov,"[""'post-romantic era'"", ""'russian romanticism'""]",4
503,Alexander Gretchaninov,"[""'russian modern classical'"", ""'russian romanticism'""]",0
504,Alexander Hilsberg,"[""'historic orchestral performance'""]",0
